"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SAS","LKA","Sri Lanka","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","27,250,000.00","C, 1, 12","29,490,000.00","C, 2, 12","29,100,000.00","C, 3, 12","28,800,000.00","C, 4, 12","30,810,000.00","C, 5, 12","35,320,000.00","C, 6, 12","37,620,000.00","C, 7, 12","41,400,000.00","C, 8, 12","46,690,000.00","C, 9, 12","45,950,000.00","C, 10, 12","50,920,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_WORLD","SDG_ESEASI","Eastern and South-Eastern Asia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","14,558,248,952.00","C, 1, 12","15,145,581,808.00","C, 2, 12","15,610,798,776.00","C, 3, 12","17,238,158,712.00","C, 4, 12","18,510,107,144.00","C, 5, 12","19,243,936,728.00","C, 6, 12","20,994,934,416.00","C, 7, 12","22,247,363,808.00","C, 8, 12","23,630,002,640.00","C, 9, 12","25,717,227,384.00","C, 10, 12","28,580,779,544.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","SDG_ESEASI","M49_ASI_EA","Eastern Asia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","12,238,814,936.00","C, 1, 12","12,914,441,840.00","C, 2, 12","13,189,220,808.00","C, 3, 12","14,568,813,712.00","C, 4, 12","15,716,363,128.00","C, 5, 12","16,258,709,744.00","C, 6, 12","17,830,270,448.00","C, 7, 12","18,975,609,808.00","C, 8, 12","20,198,390,512.00","C, 9, 12","22,101,170,384.00","C, 10, 12","24,654,437,512.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","7,441,999,872.00","C, 1, 12","8,291,999,744.00","C, 2, 12","8,689,999,872.00","C, 3, 12","9,916,999,680.00","C, 4, 12","10,862,000,128.00","C, 5, 12","11,377,999,872.00","C, 6, 12","12,890,000,384.00","C, 7, 12","14,129,999,872.00","C, 8, 12","15,370,000,384.00","C, 9, 12","18,410,000,384.00","C, 10, 12","20,070,000,640.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","PRK","Democratic People's Republic of Korea","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","23,580,000.00","C, 1, 12","28,062,000.00","C, 2, 12","27,024,000.00","C, 3, 12","30,020,000.00","C, 4, 12","29,770,000.00","C, 5, 12","31,470,000.00","C, 6, 12","31,220,000.00","C, 7, 12","28,530,000.00","C, 8, 12","26,380,000.00","C, 9, 12","27,250,000.00","C, 10, 12","23,747,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","JPN","Japan","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","3,143,000,064.00","C, 1, 12","2,974,000,128.00","C, 2, 12","2,808,999,936.00","C, 3, 12","2,819,000,064.00","C, 4, 12","2,948,999,936.00","C, 5, 12","3,033,999,872.00","C, 6, 12","3,019,000,064.00","C, 7, 12","2,816,999,936.00","C, 8, 12","2,822,000,128.00","C, 9, 12","2,564,000,000.00","C, 10, 12","2,560,999,936.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","MNG","Mongolia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","8,857,000.00","C, 1, 12","8,879,000.00","C, 2, 12","9,055,000.00","C, 3, 12","8,812,000.00","C, 4, 12","9,919,000.00","C, 5, 12","11,020,000.00","C, 6, 12","12,110,000.00","C, 7, 12","15,670,000.00","C, 8, 12","20,120,000.00","C, 9, 12","21,920,000.00","C, 10, 12","27,690,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_EA","KOR","Republic of Korea","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","1,014,000,000.00","C, 1, 12","1,020,000,000.00","C, 2, 12","1,071,000,000.00","C, 3, 12","1,164,000,000.00","C, 4, 12","1,175,000,064.00","C, 5, 12","1,088,000,000.00","C, 6, 12","1,090,000,000.00","C, 7, 12","1,140,000,000.00","C, 8, 12","1,156,000,000.00","C, 9, 12","1,078,000,000.00","C, 10, 12","1,124,999,936.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","SDG_ESEASI","MDG_SEAS","South-Eastern Asia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","2,285,114,016.00","C, 1, 12","2,196,639,968.00","C, 2, 12","2,384,577,968.00","C, 3, 12","2,633,385,000.00","C, 4, 12","2,753,204,016.00","C, 5, 12","2,940,266,984.00","C, 6, 12","3,119,533,968.00","C, 7, 12","3,224,874,000.00","C, 8, 12","3,385,302,128.00","C, 9, 12","3,568,547,000.00","C, 10, 12","3,875,852,032.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","BRN","Brunei Darussalam","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","6,158,000.00","C, 1, 12","5,091,000.00","C, 2, 12","4,838,000.00","C, 3, 12","4,885,000.00","C, 4, 12","5,159,000.00","C, 5, 12","5,198,000.00","C, 6, 12","5,341,000.00","C, 7, 12","6,395,000.00","C, 8, 12","5,943,000.00","C, 9, 12","7,824,000.00","C, 10, 12","6,614,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","KHM","Cambodia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","18,890,000.00","C, 1, 12","16,829,000.00","C, 2, 12","16,539,000.00","C, 3, 12","18,494,000.00","C, 4, 12","18,324,000.00","C, 5, 12","20,707,000.00","C, 6, 12","22,859,000.00","C, 7, 12","25,270,000.00","C, 8, 12","26,930,000.00","C, 9, 12","34,770,000.00","C, 10, 12","52,550,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","IDN","Indonesia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","590,200,000.00","C, 1, 12","608,899,968.00","C, 2, 12","745,699,968.00","C, 3, 12","847,000,000.00","C, 4, 12","838,000,000.00","C, 5, 12","871,000,000.00","C, 6, 12","904,000,000.00","C, 7, 12","956,000,000.00","C, 8, 12","1,005,000,000.00","C, 9, 12","1,086,000,000.00","C, 10, 12","1,214,000,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","LAO","Lao People's Democratic Republic","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","7,798,000.00","C, 1, 12","7,778,000.00","C, 2, 12","7,927,000.00","C, 3, 12","9,189,000.00","C, 4, 12","9,650,000.00","C, 5, 12","13,938,000.00","C, 6, 12","18,871,000.00","C, 7, 12","19,810,000.00","C, 8, 12","22,851,000.00","C, 9, 12","30,651,000.00","C, 10, 12","30,586,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","MYS","Malaysia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","382,200,000.00","C, 1, 12","324,400,000.00","C, 2, 12","326,100,000.00","C, 3, 12","338,600,000.00","C, 4, 12","358,300,000.00","C, 5, 12","375,500,000.00","C, 6, 12","415,800,000.00","C, 7, 12","420,100,000.00","C, 8, 12","426,000,000.00","C, 9, 12","477,600,000.00","C, 10, 12","490,500,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","MMR","Myanmar","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","29,838,000.00","C, 1, 12","33,502,000.00","C, 2, 12","36,914,000.00","C, 3, 12","54,017,000.00","C, 4, 12","55,701,000.00","C, 5, 12","59,134,000.00","C, 6, 12","59,123,000.00","C, 7, 12","64,399,000.00","C, 8, 12","72,578,096.00","C, 9, 12","84,002,000.00","C, 10, 12","82,102,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","PHL","Philippines","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","312,300,000.00","C, 1, 12","274,700,000.00","C, 2, 12","299,300,000.00","C, 3, 12","293,500,000.00","C, 4, 12","302,800,000.00","C, 5, 12","316,600,000.00","C, 6, 12","304,000,000.00","C, 7, 12","319,000,000.00","C, 8, 12","330,500,000.00","C, 9, 12","341,200,000.00","C, 10, 12","364,700,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","SGP","Singapore","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","262,000,000.00","C, 1, 12","218,200,000.00","C, 2, 12","208,000,000.00","C, 3, 12","224,100,000.00","C, 4, 12","255,400,000.00","C, 5, 12","283,700,000.00","C, 6, 12","328,000,000.00","C, 7, 12","337,300,000.00","C, 8, 12","361,100,000.00","C, 9, 12","341,100,000.00","C, 10, 12","357,900,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","THA","Thailand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","403,500,000.00","C, 1, 12","409,100,000.00","C, 2, 12","437,600,000.00","C, 3, 12","507,200,000.00","C, 4, 12","558,000,000.00","C, 5, 12","588,200,000.00","C, 6, 12","624,499,968.00","C, 7, 12","607,400,000.00","C, 8, 12","619,100,032.00","C, 9, 12","581,000,000.00","C, 10, 12","649,000,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_SEAS","VNM","Viet Nam","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","272,230,016.00","C, 1, 12","298,140,000.00","C, 2, 12","301,660,000.00","C, 3, 12","336,400,000.00","C, 4, 12","351,870,016.00","C, 5, 12","406,289,984.00","C, 6, 12","437,040,000.00","C, 7, 12","469,200,000.00","C, 8, 12","515,300,000.00","C, 9, 12","584,400,000.00","C, 10, 12","627,900,032.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","MDG_WORLD","SDG_NAWA","Northern Africa and Western Asia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","2,079,407,000.00","C, 1, 12","1,970,486,000.00","C, 2, 12","2,018,855,952.00","C, 3, 12","2,019,834,000.00","C, 4, 12","2,201,769,016.00","C, 5, 12","2,417,742,032.00","C, 6, 12","2,590,988,000.00","C, 7, 12","2,837,197,016.00","C, 8, 12","2,967,780,000.00","C, 9, 12","2,964,583,032.00","C, 10, 12","3,119,718,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","SDG_NAWA","M49_ASI_WA","Western Asia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","1,545,965,000.00","C, 1, 12","1,424,387,000.00","C, 2, 12","1,471,572,968.00","C, 3, 12","1,518,204,000.00","C, 4, 12","1,690,682,032.00","C, 5, 12","1,855,830,032.00","C, 6, 12","1,999,308,000.00","C, 7, 12","2,199,647,000.00","C, 8, 12","2,288,580,000.00","C, 9, 12","2,191,491,032.00","C, 10, 12","2,369,248,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","7,818,000.00","C, 1, 12","8,539,000.00","C, 2, 12","9,024,000.00","C, 3, 12","9,232,000.00","C, 4, 12","10,198,000.00","C, 5, 12","10,952,000.00","C, 6, 12","10,954,000.00","C, 7, 12","12,651,000.00","C, 8, 12","13,911,000.00","C, 9, 12","14,513,000.00","C, 10, 12","14,309,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","AZE","Azerbaijan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","16,930,000.00","C, 1, 12","18,180,000.00","C, 2, 12","21,610,000.00","C, 3, 12","25,470,000.00","C, 4, 12","28,260,000.00","C, 5, 12","27,840,000.00","C, 6, 12","28,610,000.00","C, 7, 12","31,020,000.00","C, 8, 12","33,590,000.00","C, 9, 12","42,280,000.00","C, 10, 12","40,650,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","BHR","Bahrain","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","11,229,000.00","C, 1, 12","11,262,000.00","C, 2, 12","11,849,000.00","C, 3, 12","12,035,000.00","C, 4, 12","12,369,000.00","C, 5, 12","13,360,000.00","C, 6, 12","13,225,000.00","C, 7, 12","13,856,000.00","C, 8, 12","14,120,000.00","C, 9, 12","14,821,000.00","C, 10, 12","15,410,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","CYP","Cyprus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","24,170,000.00","C, 1, 12","23,070,000.00","C, 2, 12","24,860,000.00","C, 3, 12","24,320,000.00","C, 4, 12","25,190,000.00","C, 5, 12","25,930,000.00","C, 6, 12","26,080,000.00","C, 7, 12","28,910,000.00","C, 8, 12","30,010,000.00","C, 9, 12","25,740,000.00","C, 10, 12","26,610,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","GEO","Georgia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","14,970,000.00","C, 1, 12","16,000,000.00","C, 2, 12","17,020,000.00","C, 3, 12","18,920,000.00","C, 4, 12","21,090,000.00","C, 5, 12","22,810,000.00","C, 6, 12","24,390,000.00","C, 7, 12","28,360,000.00","C, 8, 12","29,580,000.00","C, 9, 12","29,190,000.00","C, 10, 12","29,690,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","IRQ","Iraq","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","56,430,000.00","C, 1, 12","66,200,000.00","C, 2, 12","71,640,000.00","C, 3, 12","47,230,000.00","C, 4, 12","57,960,000.00","C, 5, 12","65,200,000.00","C, 6, 12","65,540,000.00","C, 7, 12","72,560,000.00","C, 8, 12","78,830,000.00","C, 9, 12","93,410,000.00","C, 10, 12","94,100,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","ISR","Israel","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","143,600,000.00","C, 1, 12","142,900,000.00","C, 2, 12","143,900,000.00","C, 3, 12","132,170,000.00","C, 4, 12","114,040,000.00","C, 5, 12","126,370,000.00","C, 6, 12","128,950,000.00","C, 7, 12","134,760,000.00","C, 8, 12","133,800,000.00","C, 9, 12","131,260,000.00","C, 10, 12","137,700,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","JOR","Jordan","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","34,320,000.00","C, 1, 12","34,500,000.00","C, 2, 12","37,000,000.00","C, 3, 12","35,960,000.00","C, 4, 12","40,540,000.00","C, 5, 12","44,960,000.00","C, 6, 12","45,130,000.00","C, 7, 12","46,880,000.00","C, 8, 12","46,310,000.00","C, 9, 12","47,510,000.00","C, 10, 12","50,490,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","KWT","Kuwait","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","78,210,000.00","C, 1, 12","88,220,000.00","C, 2, 12","83,910,000.00","C, 3, 12","111,610,000.00","C, 4, 12","114,310,000.00","C, 5, 12","123,880,000.00","C, 6, 12","124,690,000.00","C, 7, 12","139,640,000.00","C, 8, 12","151,830,000.00","C, 9, 12","126,700,000.00","C, 10, 12","124,950,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","LBN","Lebanon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","39,530,000.00","C, 1, 12","40,930,000.00","C, 2, 12","39,260,000.00","C, 3, 12","45,700,000.00","C, 4, 12","48,150,000.00","C, 5, 12","49,240,000.00","C, 6, 12","52,020,000.00","C, 7, 12","50,020,000.00","C, 8, 12","52,340,000.00","C, 9, 12","61,760,000.00","C, 10, 12","67,150,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","OMN","Oman","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","22,990,000.00","C, 1, 12","24,420,000.00","C, 2, 12","23,130,000.00","C, 3, 12","20,580,000.00","C, 4, 12","23,470,000.00","C, 5, 12","27,060,000.00","C, 6, 12","36,310,000.00","C, 7, 12","37,370,000.00","C, 8, 12","41,130,000.00","C, 9, 12","44,110,000.00","C, 10, 12","45,610,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","QAT","Qatar","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","8,674,000.00","C, 1, 12","10,582,000.00","C, 2, 12","12,381,000.00","C, 3, 12","13,512,000.00","C, 4, 12","14,976,000.00","C, 5, 12","24,320,000.00","C, 6, 12","29,050,000.00","C, 7, 12","39,150,000.00","C, 8, 12","44,380,000.00","C, 9, 12","31,780,000.00","C, 10, 12","38,550,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","SAU","Saudi Arabia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","237,600,000.00","C, 1, 12","211,200,000.00","C, 2, 12","208,700,000.00","C, 3, 12","197,700,000.00","C, 4, 12","220,000,000.00","C, 5, 12","246,600,000.00","C, 6, 12","267,100,000.00","C, 7, 12","300,100,000.00","C, 8, 12","322,200,000.00","C, 9, 12","337,000,000.00","C, 10, 12","344,900,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","SYR","Syrian Arab Republic","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","46,770,000.00","C, 1, 12","50,980,000.00","C, 2, 12","52,100,000.00","C, 3, 12","50,095,000.00","C, 4, 12","56,200,000.00","C, 5, 12","60,210,000.00","C, 6, 12","65,550,000.00","C, 7, 12","70,020,000.00","C, 8, 12","70,600,000.00","C, 9, 12","73,520,000.00","C, 10, 12","78,220,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","TUR","Turkey","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","612,600,000.00","C, 1, 12","509,100,000.00","C, 2, 12","536,899,968.00","C, 3, 12","588,000,000.00","C, 4, 12","669,100,032.00","C, 5, 12","729,900,032.00","C, 6, 12","832,800,000.00","C, 7, 12","872,200,000.00","C, 8, 12","877,800,000.00","C, 9, 12","789,100,032.00","C, 10, 12","919,000,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","ARE","United Arab Emirates","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","163,500,000.00","C, 1, 12","137,700,000.00","C, 2, 12","147,800,000.00","C, 3, 12","151,800,000.00","C, 4, 12","200,400,000.00","C, 5, 12","221,700,000.00","C, 6, 12","211,600,000.00","C, 7, 12","280,200,000.00","C, 8, 12","307,500,000.00","C, 9, 12","285,400,000.00","C, 10, 12","292,600,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_ASI_WA","YEM","Yemen","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","18,353,000.00","C, 1, 12","22,958,000.00","C, 2, 12","22,690,000.00","C, 3, 12","24,731,000.00","C, 4, 12","24,676,000.00","C, 5, 12","25,504,000.00","C, 6, 12","26,725,000.00","C, 7, 12","30,461,000.00","C, 8, 12","30,320,000.00","C, 9, 12","31,500,000.00","C, 10, 12","34,630,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","SDG_NAWA","M49_AFR_NA","Northern Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","567,762,000.00","C, 1, 12","580,599,000.00","C, 2, 12","584,282,984.00","C, 3, 12","537,590,000.00","C, 4, 12","","","","","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_AFR_NA","DZA","Algeria","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","63,480,000.00","C, 1, 12","68,580,000.00","C, 2, 12","71,190,000.00","C, 3, 12","76,840,000.00","C, 4, 12","81,650,000.00","C, 5, 12","81,130,000.00","C, 6, 12","81,880,000.00","C, 7, 12","87,060,000.00","C, 8, 12","91,880,000.00","C, 9, 12","118,050,000.00","C, 10, 12","115,060,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_AFR_NA","EGY","Egypt","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","342,160,000.00","C, 1, 12","341,140,000.00","C, 2, 12","342,889,984.00","C, 3, 12","287,260,000.00","C, 4, 12","295,089,984.00","C, 5, 12","350,700,000.00","C, 6, 12","382,680,000.00","C, 7, 12","420,390,016.00","C, 8, 12","445,800,000.00","C, 9, 12","498,500,000.00","C, 10, 12","485,100,000.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_AFR_NA","LBY","Libya","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","22,572,000.00","C, 1, 12","21,329,000.00","C, 2, 12","21,023,000.00","C, 3, 12","18,830,000.00","C, 4, 12","17,447,000.00","C, 5, 12","17,902,000.00","C, 6, 12","22,930,000.00","C, 7, 12","22,830,000.00","C, 8, 12","24,450,000.00","C, 9, 12","23,212,000.00","C, 10, 12","23,950,000.00","C, 11, 12"
