"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_MA","COG","Congo","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.75","C, 1, 12","1.82","C, 2, 12","2.03","C, 3, 12","2.13","C, 4, 12","2.22","C, 5, 12","2.21","C, 6, 12","2.27","C, 7, 12","2.59","C, 8, 12","2.62","C, 9, 12","2.79","C, 10, 12","2.68","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_MA","COD","Democratic Republic of the Congo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.77","C, 1, 12","1.73","C, 2, 12","1.66","C, 3, 12","1.67","C, 4, 12","1.71","C, 5, 12","1.74","C, 6, 12","1.72","C, 7, 12","1.70","C, 8, 12","1.73","C, 9, 12","1.83","C, 10, 12","1.81","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_MA","GAB","Gabon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","4.92","C, 1, 12","4.64","C, 2, 12","4.72","C, 3, 12","5.17","C, 4, 12","4.82","C, 5, 12","4.61","C, 6, 12","5.22","C, 7, 12","5.19","C, 8, 12","4.66","C, 9, 12","4.77","C, 10, 12","4.14","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_MA","STP","Sao Tome and Principe","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.47","C, 1, 12","4.50","C, 2, 12","4.90","C, 3, 12","5.79","C, 4, 12","5.96","C, 5, 12","6.30","C, 6, 12","7.56","C, 7, 12","8.59","C, 8, 12","6.88","C, 9, 12","7.30","C, 10, 12","7.10","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","SDG_AFR_SSA","M49_AFR_SA","Southern Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","9.08","C, 1, 12","8.14","C, 2, 12","8.28","C, 3, 12","8.81","C, 4, 12","9.27","C, 5, 12","9.67","C, 6, 12","9.52","C, 7, 12","9.39","C, 8, 12","8.88","C, 9, 12","8.41","C, 10, 12","8.86","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","14.02","C, 1, 12","13.40","C, 2, 12","13.41","C, 3, 12","14.81","C, 4, 12","14.92","C, 5, 12","15.19","C, 6, 12","14.44","C, 7, 12","14.72","C, 8, 12","15.18","C, 9, 12","15.99","C, 10, 12","17.43","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_SA","LSO","Lesotho","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.99","C, 1, 12","2.89","C, 2, 12","2.78","C, 3, 12","3.09","C, 4, 12","3.24","C, 5, 12","3.29","C, 6, 12","3.51","C, 7, 12","3.91","C, 8, 12","3.22","C, 9, 12","3.94","C, 10, 12","4.91","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_SA","NAM","Namibia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","5.42","C, 1, 12","5.46","C, 2, 12","5.06","C, 3, 12","6.34","C, 4, 12","6.65","C, 5, 12","6.72","C, 6, 12","6.57","C, 7, 12","6.63","C, 8, 12","6.10","C, 9, 12","5.83","C, 10, 12","6.11","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_SA","ZAF","South Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","9.28","C, 1, 12","8.24","C, 2, 12","8.42","C, 3, 12","8.87","C, 4, 12","9.37","C, 5, 12","9.79","C, 6, 12","9.65","C, 7, 12","9.48","C, 8, 12","8.94","C, 9, 12","8.34","C, 10, 12","8.75","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_SA","SWZ","Swaziland","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","9.61","C, 1, 12","9.28","C, 2, 12","9.45","C, 3, 12","10.78","C, 4, 12","10.95","C, 5, 12","11.46","C, 6, 12","11.23","C, 7, 12","11.08","C, 8, 12","10.14","C, 9, 12","10.91","C, 10, 12","10.73","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","SDG_AFR_SSA","M49_AFR_WA","Western Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.76","C, 1, 12","1.92","C, 2, 12","1.87","C, 3, 12","2.09","C, 4, 12","2.00","C, 5, 12","2.13","C, 6, 12","2.24","C, 7, 12","2.34","C, 8, 12","2.30","C, 9, 12","2.21","C, 10, 12","2.31","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","BEN","Benin","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.31","C, 1, 12","2.05","C, 2, 12","1.89","C, 3, 12","2.04","C, 4, 12","1.98","C, 5, 12","2.43","C, 6, 12","3.43","C, 7, 12","3.74","C, 8, 12","3.62","C, 9, 12","3.81","C, 10, 12","3.57","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.78","C, 1, 12","1.95","C, 2, 12","1.88","C, 3, 12","2.22","C, 4, 12","2.29","C, 5, 12","2.52","C, 6, 12","2.68","C, 7, 12","2.69","C, 8, 12","2.80","C, 9, 12","2.87","C, 10, 12","3.08","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","CPV","Cabo Verde","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","4.53","C, 1, 12","3.98","C, 2, 12","4.46","C, 3, 12","4.51","C, 4, 12","4.84","C, 5, 12","5.00","C, 6, 12","5.83","C, 7, 12","7.00","C, 8, 12","5.80","C, 9, 12","6.20","C, 10, 12","5.88","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.32","C, 1, 12","1.23","C, 2, 12","1.22","C, 3, 12","1.27","C, 4, 12","1.17","C, 5, 12","1.17","C, 6, 12","1.12","C, 7, 12","1.09","C, 8, 12","1.03","C, 9, 12","1.04","C, 10, 12","1.01","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","GMB","Gambia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.64","C, 1, 12","2.21","C, 2, 12","2.63","C, 3, 12","3.08","C, 4, 12","3.17","C, 5, 12","3.13","C, 6, 12","3.04","C, 7, 12","2.68","C, 8, 12","2.49","C, 9, 12","2.51","C, 10, 12","2.52","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","GHA","Ghana","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.14","C, 1, 12","2.25","C, 2, 12","2.36","C, 3, 12","2.69","C, 4, 12","2.58","C, 5, 12","2.96","C, 6, 12","3.10","C, 7, 12","3.15","C, 8, 12","3.10","C, 9, 12","2.92","C, 10, 12","3.28","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","GIN","Guinea","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.29","C, 1, 12","2.22","C, 2, 12","2.32","C, 3, 12","2.52","C, 4, 12","2.38","C, 5, 12","2.08","C, 6, 12","1.94","C, 7, 12","2.17","C, 8, 12","2.18","C, 9, 12","2.12","C, 10, 12","2.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","LBR","Liberia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","0.81","C, 1, 12","0.83","C, 2, 12","0.93","C, 3, 12","0.69","C, 4, 12","0.81","C, 5, 12","0.82","C, 6, 12","1.14","C, 7, 12","1.22","C, 8, 12","0.99","C, 9, 12","1.14","C, 10, 12","1.06","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","MLI","Mali","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.51","C, 1, 12","2.92","C, 2, 12","3.15","C, 3, 12","3.39","C, 4, 12","3.49","C, 5, 12","3.74","C, 6, 12","3.76","C, 7, 12","3.90","C, 8, 12","4.02","C, 9, 12","3.90","C, 10, 12","4.27","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","MRT","Mauritania","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.80","C, 1, 12","2.60","C, 2, 12","2.63","C, 3, 12","2.87","C, 4, 12","2.89","C, 5, 12","2.89","C, 6, 12","2.52","C, 7, 12","2.83","C, 8, 12","2.50","C, 9, 12","2.56","C, 10, 12","2.43","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.04","C, 1, 12","2.30","C, 2, 12","2.31","C, 3, 12","2.57","C, 4, 12","2.52","C, 5, 12","2.77","C, 6, 12","2.89","C, 7, 12","2.95","C, 8, 12","3.22","C, 9, 12","3.16","C, 10, 12","3.33","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","NGA","Nigeria","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.55","C, 1, 12","1.78","C, 2, 12","1.65","C, 3, 12","1.89","C, 4, 12","1.73","C, 5, 12","1.83","C, 6, 12","1.91","C, 7, 12","2.04","C, 8, 12","1.95","C, 9, 12","1.79","C, 10, 12","1.88","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","SEN","Senegal","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.05","C, 1, 12","2.26","C, 2, 12","2.22","C, 3, 12","2.50","C, 4, 12","2.59","C, 5, 12","2.72","C, 6, 12","2.63","C, 7, 12","2.93","C, 8, 12","2.89","C, 9, 12","2.88","C, 10, 12","2.91","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","SLE","Sierra Leone","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.46","C, 1, 12","1.49","C, 2, 12","1.57","C, 3, 12","1.62","C, 4, 12","1.56","C, 5, 12","1.62","C, 6, 12","2.25","C, 7, 12","2.16","C, 8, 12","2.05","C, 9, 12","2.14","C, 10, 12","2.30","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_AFR_WA","TGO","Togo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.33","C, 1, 12","2.07","C, 2, 12","2.16","C, 3, 12","1.90","C, 4, 12","1.89","C, 5, 12","1.93","C, 6, 12","2.58","C, 7, 12","1.87","C, 8, 12","2.28","C, 9, 12","2.26","C, 10, 12","2.10","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE","MDG_OCE","Oceania (excluding Australia and New Zealand)","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","4.02","C, 1, 12","3.70","C, 2, 12","3.76","C, 3, 12","3.94","C, 4, 12","4.05","C, 5, 12","4.14","C, 6, 12","4.28","C, 7, 12","4.66","C, 8, 12","4.09","C, 9, 12","4.35","C, 10, 12","4.33","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_OCE","M49_OCE_MEL","Melanesia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","3.33","C, 1, 12","3.04","C, 2, 12","3.04","C, 3, 12","3.15","C, 4, 12","3.27","C, 5, 12","3.34","C, 6, 12","3.47","C, 7, 12","3.80","C, 8, 12","3.37","C, 9, 12","3.64","C, 10, 12","3.65","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE_MEL","FJI","Fiji","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","5.30","C, 1, 12","5.26","C, 2, 12","5.19","C, 3, 12","6.07","C, 4, 12","7.14","C, 5, 12","7.05","C, 6, 12","7.75","C, 7, 12","7.30","C, 8, 12","6.33","C, 9, 12","5.74","C, 10, 12","5.69","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE_MEL","PNG","Papua New Guinea","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.42","C, 1, 12","2.13","C, 2, 12","2.13","C, 3, 12","2.04","C, 4, 12","2.04","C, 5, 12","2.10","C, 6, 12","2.11","C, 7, 12","2.46","C, 8, 12","2.22","C, 9, 12","2.62","C, 10, 12","2.65","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE_MEL","VUT","Vanuatu","True","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.32","C, 1, 12","5.96","C, 2, 12","6.34","C, 3, 12","7.23","C, 4, 12","7.78","C, 5, 12","8.26","C, 6, 12","8.86","C, 7, 12","10.06","C, 8, 12","8.27","C, 9, 12","8.85","C, 10, 12","9.12","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE_POL","WSM","Samoa","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","7.09","C, 1, 12","6.26","C, 2, 12","7.01","C, 3, 12","8.05","C, 4, 12","8.88","C, 5, 12","9.51","C, 6, 12","10.11","C, 7, 12","11.58","C, 8, 12","8.46","C, 9, 12","8.92","C, 10, 12","9.13","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_OCE","SDG_OCE_ANZ","Australia and New Zealand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","31.10","C, 1, 12","30.95","C, 2, 12","31.47","C, 3, 12","34.47","C, 4, 12","34.90","C, 5, 12","36.09","C, 6, 12","32.51","C, 7, 12","38.55","C, 8, 12","33.23","C, 9, 12","36.36","C, 10, 12","34.74","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","SDG_OCE_ANZ","AUS","Australia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","32.92","C, 1, 12","32.69","C, 2, 12","32.97","C, 3, 12","36.54","C, 4, 12","36.60","C, 5, 12","37.81","C, 6, 12","33.93","C, 7, 12","41.00","C, 8, 12","34.93","C, 9, 12","39.39","C, 10, 12","37.36","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","SDG_OCE_ANZ","NZL","New Zealand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","22.11","C, 1, 12","22.34","C, 2, 12","24.10","C, 3, 12","24.30","C, 4, 12","26.58","C, 5, 12","27.67","C, 6, 12","25.52","C, 7, 12","26.44","C, 8, 12","24.73","C, 9, 12","21.12","C, 10, 12","21.45","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","","MDG_LLDC","Landlocked developing countries","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","2.59","C, 1, 12","2.70","C, 2, 12","2.72","C, 3, 12","2.87","C, 4, 12","2.92","C, 5, 12","3.00","C, 6, 12","3.16","C, 7, 12","3.33","C, 8, 12","3.23","C, 9, 12","3.44","C, 10, 12","3.48","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","","MDG_LDC","Least developed countries","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.36","C, 1, 12","1.41","C, 2, 12","1.42","C, 3, 12","1.50","C, 4, 12","1.50","C, 5, 12","1.59","C, 6, 12","1.62","C, 7, 12","1.67","C, 8, 12","1.68","C, 9, 12","1.77","C, 10, 12","1.81","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","","MDG_SIDS","Small island developing States","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","13.18","C, 1, 12","11.46","C, 2, 12","11.23","C, 3, 12","10.95","C, 4, 12","11.40","C, 5, 12","12.08","C, 6, 12","12.99","C, 7, 12","13.44","C, 8, 12","13.63","C, 9, 12","12.63","C, 10, 12","13.01","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.20","C, 1, 12","1.20","C, 2, 12","1.19","C, 3, 12","1.22","C, 4, 12","1.24","C, 5, 12","1.26","C, 6, 12","1.27","C, 7, 12","1.28","C, 8, 12","1.28","C, 9, 12","1.33","C, 10, 12","1.33","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","MDG_WORLD","SDG_NAEUR","Europe and Northern America","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.78","C, 1, 12","0.77","C, 2, 12","0.77","C, 3, 12","0.77","C, 4, 12","0.79","C, 5, 12","0.80","C, 6, 12","0.79","C, 7, 12","0.79","C, 8, 12","0.76","C, 9, 12","0.71","C, 10, 12","0.69","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","SDG_NAEUR","M49_NAM","Northern America","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.77","C, 1, 12","0.77","C, 2, 12","0.76","C, 3, 12","0.75","C, 4, 12","0.76","C, 5, 12","0.77","C, 6, 12","0.77","C, 7, 12","0.74","C, 8, 12","0.70","C, 9, 12","0.63","C, 10, 12","0.63","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.80","C, 1, 12","0.76","C, 2, 12","0.75","C, 3, 12","0.79","C, 4, 12","0.77","C, 5, 12","0.78","C, 6, 12","0.78","C, 7, 12","0.78","C, 8, 12","0.76","C, 9, 12","0.78","C, 10, 12","0.78","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_NAM","USA","United States of America","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.77","C, 1, 12","0.78","C, 2, 12","0.76","C, 3, 12","0.75","C, 4, 12","0.76","C, 5, 12","0.77","C, 6, 12","0.77","C, 7, 12","0.74","C, 8, 12","0.70","C, 9, 12","0.62","C, 10, 12","0.62","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR","M49_EUR_EE","Eastern Europe","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.68","C, 1, 12","1.78","C, 2, 12","1.73","C, 3, 12","1.71","C, 4, 12","1.75","C, 5, 12","1.76","C, 6, 12","1.72","C, 7, 12","1.81","C, 8, 12","1.71","C, 9, 12","1.63","C, 10, 12","1.58","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.03","C, 1, 12","0.02","C, 2, 12","0.02","C, 3, 12","0.02","C, 4, 12","0.02","C, 5, 12","0.01","C, 6, 12","0.02","C, 7, 12","0.02","C, 8, 12","0.01","C, 9, 12","0.01","C, 10, 12","0.01","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","BGR","Bulgaria","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.50","C, 1, 12","1.72","C, 2, 12","1.72","C, 3, 12","1.97","C, 4, 12","2.29","C, 5, 12","2.36","C, 6, 12","2.54","C, 7, 12","2.57","C, 8, 12","2.57","C, 9, 12","2.40","C, 10, 12","2.21","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","CZE","Czechia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.54","C, 1, 12","1.56","C, 2, 12","1.65","C, 3, 12","1.63","C, 4, 12","1.62","C, 5, 12","1.57","C, 6, 12","1.46","C, 7, 12","1.47","C, 8, 12","1.48","C, 9, 12","1.53","C, 10, 12","1.46","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","HUN","Hungary","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.17","C, 1, 12","1.29","C, 2, 12","1.30","C, 3, 12","1.37","C, 4, 12","1.49","C, 5, 12","1.53","C, 6, 12","1.31","C, 7, 12","1.29","C, 8, 12","1.30","C, 9, 12","1.25","C, 10, 12","1.16","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","POL","Poland","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.01","C, 1, 12","1.94","C, 2, 12","1.92","C, 3, 12","1.85","C, 4, 12","1.89","C, 5, 12","1.87","C, 6, 12","1.80","C, 7, 12","1.84","C, 8, 12","1.79","C, 9, 12","1.61","C, 10, 12","1.64","C, 11, 12"
